posting_id,job_title,company_name,city,category,salary_min,salary_max,posted_date,raw_skills,source_url,scraped_at
52,Senior Python Engineer,Firehorse,Lahore,Data Science,,,,"machine-learning, Scalability, Python, fine-tuning, assessment-assessment-tools, training-and-development, planning-and-design, visual-art-design, product-development-and-design, policies-and-practices, code-review, sensors-test-measurement, computer-science, artificial-intelligence, data-pipeline, large-language-model-llm, generative-artificial-intelligence-generative-ai, prompt-engineering, retrieval-augmented-generation-rag, vehicle-modification-tuning",https://www.rozee.pk/senior-python-engineer-lahore-jobs-1881599,2026-09-25 12:51:19.347947
53,AI Lab Lead,KPMG,Lahore,Data Science,,,,"CI-CD, Onboarding, Audits, assessment-assessment-tools, training-and-development, planning-and-design, visual-art-design, product-development-and-design, policies-and-practices, code-review, sensors-test-measurement, artificial-intelligence, customer-intelligence-ci, continuous-integration, cd-certificate-of-deposit, planning-and-forecasting, electrical-engineering-and-planning, recruiting-career-management, agile-sprint, data-science",https://www.rozee.pk/ai-lab-lead-lahore-jobs-1880031,2026-09-25 12:51:19.347947
54,Senior AI Engineer,DevBazar,Lahore,Data Science,,,,"Databases, OpenCV, Data Science, NumPy, Scikit-learn, debugger, Deep Learning, Vector, TensorFlow, Anaconda, PyTorch, Google Cloud Platform (GCP), Pip, Conda, OCaml, Python, Generative AI, Debugging, Analytical skills, Application Programming Interfaces (API)",https://www.rozee.pk/senior-ai-engineer-lahore-jobs-1878691,2026-09-25 12:51:19.347947
55,AI Engineer (Audit Automation & Agentic Systems),A.D. Akhawala & Co. Chartered Accountants,Karachi,Data Science,,,,"machine-learning, Data-Structures, Audits, compliance, Proof-of-concept, time-and-attendance, training-and-development, planning-and-design, visual-art-design, computer-science, software-development, information-technology, artificial-intelligence, data-governance, agentic-ai, natural-language-processing, software-components, proof-of-concept-poc, pattern-recognition, model-performance",https://www.rozee.pk/ai-engineer-audit-automation-agentic-systems-karachi-jobs-1880368,2026-09-25 12:51:19.347947
56,Science / English teacher (Female only),APEX Education System,Rawalpindi,Data Science,,,,"Commuting, education-training, time-and-attendance, training-and-development, insurance-consulting-and-technology, clubs-organizations",https://www.rozee.pk/science-english-teacher-female-only-rawalpindi-jobs-1878164,2026-09-25 12:51:19.347947
57,MS Excel Data Analyst,Curated Cloud Consulting Company,Karachi,Data Science,,,,"MCS, Online, Microsoft-Excel, testing-and-analysis, education-training, time-and-attendance, reporting-and-disclosure, adaptive-project-management-and-reporting, lift-and-shift, data-quality, data-analytics, data-processing, database-administration, database-management",https://www.rozee.pk/ms-excel-data-analyst-karachi-jobs-1880345,2026-09-25 12:51:19.347947
58,Receptionist,Chenab Galaxy Islamic and Science School System,Gujrat,Data Science,,,,"Administrative Support, Customer Service, Multitasking, Organizational Skills, Time Management, Communication, Problem Solving, Organization Skills, Team Leadership",https://www.rozee.pk/chenab-galaxy-islamic-and-science-school-system-receptionist-gujrat-jobs-1872651,2026-09-25 12:51:19.347947
59,Data Entry Specialist,ConnectX,Islamabad,Data Science,,,,"Typing Skills, MS Word, Google Workspace, MS Excel, Data Verification, Organizational Skills, Time Management, Basic Computer Knowledge, Attention to Detail",https://www.rozee.pk/data-entry-specialist-islamabad-jobs-1875977,2026-09-25 12:51:19.347947
60,Audit Officer,Six-B Food Industries,Lahore,Data Science,,,,"Internal Controls, Risk Assessment, Data Analysis, Compliance Management, Audit Planning, Regulatory Knowledge, Financial Reporting, Attention to Detail",https://www.rozee.pk/six-b-food-industries-audit-officer-lahore-jobs-1873980,2026-09-25 12:51:19.347947
61,Growth Product Manager - Games,9D Technologies,Rawalpindi,Data Science,,,,"Data Analysis, Product Management, Performance Reporting, Mobile gaming, Mobile Games, Creative Testing, Growth Strategy, Funnel Analysis, CPI, User Acquisition, Market Research, A/B Testing, ROAS analysis, cohort analysis, Monetization, Retention Analysis, LTV optimization, CPI management, Growth Product Manager, Soft Launch",https://www.rozee.pk/growth-product-manager-games-rawalpindi-jobs-1881209,2026-09-25 12:51:19.347947
62,Product Manager,Educative Inc,Lahore,Data Science,,,,"Lever, Go-to-Market, planning-and-design, visual-art-design, product-development-and-design, sensors-test-measurement, computer-science, go-to-market-gtm-strategy, artificial-intelligence, route-to-market, business-case, product-manager, the-org",https://www.rozee.pk/product-manager-lahore-jobs-1880543,2026-09-25 12:51:19.347947
63,Product Testing Engineer,Deploy,Karachi,Data Science,,,,"testing-and-analysis, environment-health-and-safety-hsse, ecology-environment, policies-and-practices, sensors-test-measurement, computer-science, quality-assurance, software-quality, software-requirements, emerging-technologies",https://www.rozee.pk/product-testing-engineer-karachi-jobs-1878107,2026-09-25 12:51:19.347947
64,Senior Medical Billing Specialist,Elint RCM Solutions LLC,Karachi,Data Science,,,,"Data Analysis, Mentoring, Medicare, Healthcare Administration, Denial Management, Revenue Cycle Management, RCM, ICD-10 CODING, Clinical Documentation, Medical Terminology, Medical Billing, Insurance Verification, Appeals, ICD-10, Accounts Receivable, Claims Management, Finance, practice management systems, compliance, Medicare regulations",https://www.rozee.pk/senior-medical-billing-specialist-karachi-jobs-1877342,2026-09-25 12:51:19.347947
65,CRM IT Intern,Premier Choice International,Islamabad,Data Science,,,,"Troubleshooting, Internships, Scripting, Workflow, React-JS, React, SQL, Python, CRM, JavaScript, time-and-attendance, training-and-development, application-programming-interface-api, computer-science, candidate-relationship-management, customer-relationship-management-crm, information-technology, cascading-style-sheets-css, crm-data-automation",https://www.rozee.pk/crm-it-intern-islamabad-jobs-1880257,2026-09-25 12:51:19.347947
66,AI Labs Lead - Senior Manager/Associate Director,KPMG In Pakistan,Lahore,Data Science,,,,"CI-CD, Onboarding, Audits, assessment-assessment-tools, training-and-development, planning-and-design, visual-art-design, product-development-and-design, policies-and-practices, code-review, sensors-test-measurement, artificial-intelligence, customer-intelligence-ci, continuous-integration, cd-certificate-of-deposit, planning-and-forecasting, electrical-engineering-and-planning, recruiting-career-management, agile-sprint, data-science",https://www.rozee.pk/ai-labs-lead-senior-managerassociate-director-lahore-jobs-1882795,2026-09-25 12:51:19.347947
67,🤝 We’re Hiring: HR Business Partner 🟡 Priority: Later​ 🎯 Talent Area: Human Resources / Business Partnership​ 👔 Focus: Senior HR Pro,Nokhba,All Cities,Data Science,,,,"Performance Management, Change Management, Talent Management, Employee Engagement, Stakeholder Management, Succession Planning, Workforce Planning, HR Data Analysis, Organizational Development, Human Resources Strategy, Employee Relations, Communication, Leadership, Problem Solving",https://www.rozee.pk/nokhba-%f0%9f%a4-we%9d%e2%80%99re-hiring-hr-business-partner-%f0%9f%9f-priority-later%a1%e2%80%8b-%f0%9f%8e-talent-area-human-resources-business-partnership%af%e2%80%8b-%f0%9f%91-focus-senior-hr-profil-jobs-1873811,2026-09-25 12:51:19.347947
785,Junior Full-Stack Engineer,ImeraAI,Islamabad,Data Engineering,,,,"Git, PostgreSQL, AWS, Cryengine, Node.js, REACT.JS, Node, SQL, TypeScript, JavaScript, monthsOfExperience: 12, ReactOS",https://www.rozee.pk/junior-full-stack-engineer-islamabad-jobs-1878019,2026-09-25 12:51:19.347947
